ID,CONST,DE ,HD+DLC,AoC,Description
1730,,Dmitry of Moscow,CRASH,CRASH,Hero Cavalier
1731,,Mikhail of Tver,CRASH,CRASH,Hero Boyar
1732,,Young Jadwiga,CRASH,CRASH,Joan the Maid
1733,,Projectile Hussite Wagon,CRASH,CRASH,
1734,,Folwark,CRASH,CRASH,dark age
1735,,Urumi Swordsman,CRASH,CRASH,Formerly the Sicilian free transport
1736,,Urumi Swordsman (Dead),CRASH,CRASH,
1737,,Elite Urumi Swordsman,,,
1738,,Ratha (Melee),,,
1739,,Ratha (Melee) (Dead),,,
1740,,Elite Ratha (Melee),,,
1741,,Chakram Thrower,,,
1742,,Chakram Thrower (Dead),,,
1743,,Elite Chakram Thrower,,,
1744,,Armored Elephant,,,
1745,,Armored Elephant (Dead),,,
1746,,Siege Elephant,,,
1747,,Ghulam,,,
1748,,Ghulam (Dead),,,
1749,,Elite Ghulam,,,
1750,,Thirisadai,,,Dravidian unique ship
1751,,Shrivamsha Rider,,,
1752,,Shrivamsha Rider (Dead),,,
1753,,Elite Shrivamsha Rider,,,
1754,,Caravanserai,,,
1755,,Camel Scout,,,
1756,,Projectile Chakram,,,
1757,,Siege Elephant (Dead),,,
1758,,Gaia transition building,,,can be used to spawn gaia objects from player objects
1759,,Ratha (Ranged),,,
1760,,Ratha (Ranged) (Dead),,,
1761,,Elite Ratha (Ranged),,,
1762,,Mihira Bhoja,,,Hero Shrivamsha Rider
1763,,Amoghavarsha,,,Hero Urumi Swordsman
1764,,Rajendra Chola,,,
1765,,Rajendra Chola (Dead),,,
1766,,General Araiyan,,,
1767,,General Araiyan (Dead),,,
1768,,Young Babur,,,Hero Heavy Camel Rider
1769,,Qutlugh,,,
1770,,Qutlugh (Dead),,,
1771,,Ibrahim Lodi,,,Hero Khan
1772,,Shaybani Khan,,,Hero Girgen Khan
1773,,Minaret of Jam,,,
1774,,Map Revealer Medium,,,
1775,,Map Revealer Giant,,,
1776,,Blocker,,,
1777,,Indian Statues,,,
1778,,Rekha-Deul Temple,,,
1779,,Projectile Thirisadai,,,
1780,,Projectile Thirisadai (Fire),,,
1781,,Projectile Elephant Archer,,,
1782,,Projectile Elephant Archer (Fire),,,
1783,,Projectile Elite Chakram,,,
1784,,Indian Ruins,,,
1785,,Flare B (Permanent),,,
1786,,Spearman,,,trained from Donjon
1787,,Pikeman,,,trained from Donjon
1788,,Halberdier,,,trained from Donjon
1789,,Projectile Organ Gun (Secondary),,,
1790,,Centurion,,,
1791,,Centurion (Dead),,,
1792,,Elite Centurion,,,
1793,,Legionary,,,
1794,,Legionary (Dead),,,
1795,,Dromon,,,
1796,GAZELLE,Gazelle,,,huntable like deer
1797,,Gazelle (Dead),,,
1798,,Projectile Dromon (Greek Fire),,,
1799,,Trail Smoke (Fire),,,
1800,,Composite Bowman,,,
1801,,Composite Bowman (Dead),,,
1802,,Elite Composite Bowman,,,
1803,,Monaspa,,,
1804,,Monaspa (Dead),,,
1805,,Elite Monaspa,,,
1806,,Fortified Church,,,
1807,,Svan Tower,,,
1808,,Mule Cart,,,mobile drop off point for gold/stone/wood/hunt
1809,,Mule Cart (Dead),,,
1810,,Villager,,,male villager (function unknown)
1811,,Warrior Priest,,,
1812,,Warrior Priest (Dead),,,
1813,,Savar,,,
1814,,Savar (Dead),,,
1815,,Shah Ismail,,,Hero unit (unique graphic)
1816,,Shah Ismail (Dead),,,
1817,,Qizilbash Warrior,,,
1818,,Qizilbash Warrior (Dead),,,
1819,,Ismail,,,Hero scout cavalry
1820,,Selim the Grim,,,Hero Savar
1821,,Thoros,,,Hero unit (unique graphic)
1822,,Tamar,,,Hero unit (unique graphic)
1823,,Tamar (Dead),,,
1824,,Yury,,,Hero (uses Ivaylo foot graphics)
1825,,Ivane,,,Hero Cataphract
1826,,Zakare,,,Hero Warrior Priest
1827,,Stephan,,,Hero Warrior Priest
1828,,Mleh,,,Hero two handed swordsman
1829,,Elite Qizilbash Warrior,,,
1830,,Projectile Citadels,,,
1831,,Warrior Priest with Relic,,,
1832,,Yurt I,,,
1833,,Yurt J,,,
1834,,Yurt K,,,
1835,,Yurt L,,,
1836,,Chapel,,,
1837,,Castle Ruins,,,
1838,,Church Ruins,,,
1839,,Bridge Piece--End A,,,
1840,,Bridge Piece--End B,,,
1841,,Bridge Piece--End C,,,
1842,,Bridge Piece--Middle,,,
1843,,Bridge Piece--Broken A,,,
1844,,Bridge Piece--Broken B,,,
1845,,Bridge Piece--Broken C,,,
1846,,Bridge Piece--Cracked,,,
1847,,Bridge Piece--Rails,,,
1848,,Thoros (Dead),,,
1849,,Cliff (Desert) 01,,,
1850,,Cliff (Desert) 02,,,
1851,,Cliff (Desert) 03,,,
1852,,Cliff (Desert) 04,,,
1853,,Cliff (Desert) 05,,,
1854,,Cliff (Desert) 06,,,
1855,,Cliff (Desert) 07,,,
1856,,Cliff (Desert) 08,,,
1857,,Cliff (Desert) 09,,,
1858,,Cliff (Snow) 01,,,
1859,,Cliff (Snow) 02,,,
1860,,Cliff (Snow) 03,,,
1861,,Cliff (Snow) 04,,,
1862,,Cliff (Snow) 05,,,
1863,,Cliff (Snow) 06,,,
1864,,Cliff (Snow) 07,,,
1865,,Cliff (Snow) 08,,,
1866,,Cliff (Snow) 09,,,
1867,,Projectile SVT,,,
1868,,Projectile SVT (Fire),,,
1869,,Hunnic Horse,,,Spawned from a Hunnic TC on nomad maps
1870,,Chief's Yurt,,,
1871,,ChiefsYurt (Rubble),,,
1872,,REVEAL1 (TEMP),,,"Small Revealer, 4 LOS"
1873,,REVEAL2 (TEMP),,,"Medium Revealer, 10 LOS"
1874,,REVEAL3 (TEMP),,,"Large Revealer, 20 LOS"
1875,,PLACEHOLDER (VILL),,,idle male villager for empire wars
1876,,PLACEHOLDER (VILLF),,,idle female villager for empire wars
1877,,GREN_DELAY_1,,,
1878,,GREN_DELAY_2,,,
1879,,Projectile LCHUAN (Rocket),,,
1880,,PROJMTREB_D,,,
1881,,LCHUAN_D0,,,
1882,,LCHUAN_EXP,,,
1883,,LCHUAN_DELAY_D,,,
1884,,LCHUAN_DELAY_EXP,,,
1885,,Broken Fence A,,,pasture fence
1886,,Broken Fence B,,,pasture fence
1887,,GREN_DELAY_D,,,
1888,,Pasture Post,,,
1889,,Pasture,,,
1890,,Pasture Annex,,,
1891,,Villager Female Herder,,,
1892,,Villager Male Herder,,,
1893,,Pasture,,,pasture mangrove (currently unused)
1894,,Dead Pasture,,,dead pasture mangrove
1895,,HRCKTCRT_D0,,,
1896,ARGALI,Argali,,,huntable
1897,,Pasture,,,
1898,,Dead Pasture,,,
1899,,Argali (Pasture),,,cannot be gathered from if placed directly
1900,,Ibex (Pasture),,,cannot be gathered from if placed directly
1901,,Fire Lancer,,,
1902,,PLACEHOLDER2,,,off grid; No terrain restrictions
1903,,Elite Fire Lancer,,,
1904,,Rocket Cart,,,
1905,,PLACEHOLDER2 (LAND),,,off grid; Restricted to land
1906,,Projectile Rocket Cart,,,
1907,,Heavy Rocket Cart,,,
1908,,Iron Pagoda,,,
1909,,PLACEHOLDER2 (AMPHIBIOUS),,,"off grid; Restricted to land, beaches and shallows"
1910,,Elite Iron Pagoda,,,
1911,,Grenadier,,,
1912,,PLACEHOLDER2 (NAVAL),,,"off grid; Restricted to beaches, shallows and water"
1913,,Projectile Grenadier,,,
1914,,GREN_DELAYANNEX_D,,,
1915,,GREN_DELAY_EXP,,,
1916,,GREN_D0,,,
1917,,GREN_EXP,,,
1918,,RCKTCRT_D0,,,
1919,,RCKTCRT_EXP,,,
1920,,Liao Dao,,,
1921,,PLACEHOLDER2 (WATER),,,off grid; Restricted to water
1922,,Elite Liao Dao,,,
1923,,Mounted Trebuchet,,,
1924,WALRUS,Walrus,,,340 food
1925,,Projectile Fire Lancer ,,,
1926,,Projectile Mounted Trebuchet,,,
1927,,Projectile Mounted Trebuchet (Fire),,,
1928,,ROCKET_DELAY_D,,,
1929,,ROCKET_DELAY_EXP,,,
1930,,Projectile Crossbowman (Secondary),,,
1931,,Projectile ZhouYu,,,
1932,,Projectile Traction,,,
1933,,Projectile Traction (Fire),,,
1934,,Projectile Traction (Secondary),,,
1935,,Projectile Traction (Secondary Fire),,,
1936,,Projectile LCHUAN (Charge),,,
1937,,Projectile LCHUAN Fire (Charge),,,
1938,,Projectile LCHUAN,,,
1939,,Projectile LCHUAN (Fire),,,
1940,,Pagan Priest,,,
1941,,Pagan Priest with Relic,,,
1942,,Traction Trebuchet,,,
1943,,Weapon Stacks B,,,
1944,,Hei Guang Cavalry,,,
1945,,Hei Guang Cavalry (Dead),,,
1946,,Heavy Hei Guang Cavalry,,,
1947,,Heavy Hei Guang Cavalry (Dead),,,
1948,,Lou Chuan,,,siege warship
1949,,Tiger Cavalry,,,
1950,,Tiger Cavalry (Dead),,,
1951,,Elite Tiger Cavalry,,,
1952,,Xianbei Raider,,,
1953,,Xianbei Raider (Dead),,,
1954,,Cao Cao,,,
1955,RED_FOX,Red Fox,,,huntable for 35 gold
1956,,Dummy Target,,,
1957,,Projectile War Chariot (Barrage),,,
1958,ARCTIC_FOX,Arctic Fox,,,huntable for 35 gold
1959,,White Feather Guard,,,
1960,,White Feather Guard (Dead),,,
1961,,Elite White Feather Guard,,,
1962,,War Chariot (Focus Fire),,,
1963,LLAMA_B,Llama B,,,herdable
1964,,Projectile War Chariot (Focus Fire),,,
1965,ARCTIC_WOLF,Arctic Wolf,,,predator
1966,,Liu Bei,,,
1967,ROCK_MOSSY,Rock (Mossy),,,
1968,,Fire Archer,,,
1969,,Fire Archer (Dead),,,
1970,,Elite Fire Archer,,,
1971,,Projectile Fire Archer,,,
1972,,Projectile Fire Archer (Red Cliffs),,,
1973,,Nessie,,,"if placed on deep or medium water it surfaces every 10 min (Water 2D, Deep, Deep Ocean, Green, Medium, Water - Shallow, Yellow Deep)"
1974,,Jian Swordsman,,,shielded
1975,,Jian Swordsman (Dead),,,shielded
1976,,Jian Swordsman,,,unshielded
1977,,Jian Swordsman (Dead),,,unshielded
1978,,Sun Jian,,,
1979,,Stonehenge,,,eyecandy
1980,,War Chariot (Barrage),,,
1981,,Kelp Seaweeds,,,animated
1982,,Projectile Xianbei,,,
1983,,Projectile Xianbei (Secondary),,,
1984,LUSH_BAMBOO_TREE,Tree (Lush Bamboo Forest),,,
1985,,Lush Bamboo Stump,,,
1986,,Paper Lantern,,,
1987,,Chinese Ruins,,,
1988,,Emperor in a Litter,,,
1989,,Paifang Gate (Small),,,
1990,,Paifang Gate (Large),,,
1991,,Fountain,,,
1992,,Bridge Piece CD--End A,,,
1993,,Bridge Piece CD--End B,,,
1994,,Bridge Piece CD--End C,,,
1995,,Bridge Piece CD--Middle A,,,
1996,,Bridge Piece CD--Middle B,,,
1997,,Bridge Piece CD--Middle C,,,
1998,,Bridge Piece CD--Broken A,,,
1999,,Bridge Piece CD--Broken B,,,
2000,,Bridge Piece CD--Broken C,,,
2001,,Bridge Piece CD--Cracked,,,
2002,,Bridge Piece CD--Rails A,,,
2003,,Bridge Piece CD--Rails B,,,
2004,,Bridge Piece CD--Rails C,,,
2005,,Pagoda D,,,
2006,,Pagoda E,,,
2007,,Garden Pavilion,,,
2008,,Rock (Pillar),,,
2009,,Rock (Limestone),,,
2010,,Flag N,,,
2011,,Flag O,,,
2012,,Flag P,,,
2013,,Flag Ritual A,,,
2014,,Flag Ritual B,,,red bull wololo flag
2015,,Flag Ritual C,,,
2016,ASIAN_PINE_TREE,Tree (Asian Pine),,,
2017,PEACH_BLOSSOM_TREE,Tree (Peach Blossom),,,
2018,,Asian Carts,,,
2019,,Weapon Stacks,,,
2020,,Garden Bridge,,,
2021,,Siege Props,,,
2022,,Asian Lanterns,,,
2023,,Burned Building B,,,
2024,,Asian Market Stalls,,,
2025,WILLOW_TREE,Tree (Willow),,,
2026,,Red Crown Crane,,,bird
2027,ASIAN_MAPLE_GREEN_TREE,"Tree (Asian Maple, Green)",,,
2028,ASIAN_MAPLE_AUTUMN_TREE,"Tree (Asian Maple, Autumn)",,,
2029,,Fallen Leaves (Peach Blossom),,,
2030,,Fallen Leaves (Maple),,,
2031,,"Fallen Leaves (Maple, Autumn)",,,
2032,,LÃ¼ Bu,,,
2033,,Yurt M,,,
2034,,Guan Yu,,,
2035,,Burned Building E,,,
2036,,Zhuge Liang,,,
2037,,Wooden Bridge Piece--End A,,,
2038,,Zhang Fei,,,
2039,,Wooden Bridge Piece--End B,,,
2040,,Sun Ce,,,
2041,,Wooden Bridge Piece--End C,,,
2042,,Sun Quan,,,
2043,,Wooden Bridge Piece--Middle,,,
2044,,Zhou Yu,,,hero elite fire archer
2045,,Dong Zhuo,,,hero heavy Hei Guang
2046,,Yuan Shao,,,hero Xianbei raider
2047,,Yu Ji,,,hero monk
2048,,White Tiger Yan,,,hero elite tiger cavalry
2049,,Liu Biao,,,hero war chariot
2050,,Zhang Jue,,,hero monk
2051,,Zhao Yun,,,hero elite steppe lancer
2052,,Cao Cao (Campaign),,,
2053,,Liu Bei (Campaign),,,
2054,,Sun Jian (Campaign),,,
2055,,FIREARCH_EXP,,,
2056,,Projectile LUBU,,,
2057,,Projectile GSTRIKE,,,
2058,,Huabiao Totem,,,
2059,,Que Tower,,,
2060,,Hall of Heroes,,,
2061,,LÃ¼ Bu,,,
2062,,Projectile SUNQUAN,,,
2063,,Sun Quan,,,
2064,,Guan Yu,,,
2065,,Sun Jian,,,
2066,,Liu Bei,,,
2067,,Kongming Lantern,,,
2068,,Kongming Lantern,,,
2069,,Cliff (Limestone) 01,,,
2070,,Cliff (Limestone) 02,,,
2071,,Cliff (Limestone) 03,,,
2072,,Cliff (Limestone) 04,,,
2073,,Cliff (Limestone) 05,,,
2074,,Cliff (Limestone) 06,,,
2075,,Cliff (Limestone) 07,,,
2076,,Cliff (Limestone) 08,,,
2077,,Cliff (Limestone) 09,,,
2078,,Pasture Annex Fences,,,
2079,,Pasture Annex AB,,,
2080,,Pasture Annex CD,,,
2081,,Wooden Bridge Piece--Rails,,,
2082,,Panda Rock,,,decorative only
2083,CHICKEN_A,Chicken A,,,herdable; brown
2084,WILD_CHICKEN_A,Wild Chicken A,,,huntable; brown
2085,CHICKEN_B,Chicken B,,,herdable; white
2086,WILD_CHICKEN_B,Wild Chicken B,,,huntable; white
2087,CHICKEN_C,Chicken C,,,herdable; black
2088,WILD_CHICKEN_C,Wild Chicken C,,,huntable; black
2089,BLACK_BEAR,Black Bear,,,
2090,POLAR_BEAR,Polar Bear,,,
2091,ARABIAN_WOLF,Arabian Wolf,,,
2092,WILD_HORSE_B,Wild Horse B,,,
2093,WILD_HORSE_C,Wild Horse C,,,
2094,WILD_HORSE_D,Wild Horse D,,,
2095,WILD_HORSE_E,Wild Horse E,,,
2096,WILD_MONKEY,Monkey,,,
2097,WILD_PENGUIN,Penguin,,,
2098,HARE_A,Hare A,,,huntable; brown
2099,HARE_B,Hare B,,,huntable; grey
2100,ARCTIC_HARE,Arctic Hare,,,huntable; white
2101,,Immortal,,,Achaemenid unique unit
2102,,Elite Immortal,,,Achaemenid unique unit
2103,,Immortal (Dead),,,
2104,,Strategos,,,Athenian unique unit
2105,,Elite Strategos,,,Athenian unique unit
2106,,Strategos (Dead),,,
2107,,Hippeus,,,Spartan unique unit
2108,,Elite Hippeus,,,Spartan unique unit
2109,,Hippeus (Dead),,,
2110,,Hoplite,,,Greek regional infantry
2111,,Elite Hoplite,,,Greek regional infantry
2112,,Hoplite (Dead),,,
2113,,-,,,
2114,,-,,,
2115,,-,,,
2116,,-,,,
2117,,Shipyard3,,,classical age
2118,,Shipyard4,,,imperial age
2119,,Shipyard2,,,civic age
2120,,Dock,,,civic age
2121,,Dock,,,
2122,,Dock,,,
2123,,Lembos,,,scout ship
2124,,War Lembos,,,
2125,,Heavy Lembos,,,
2126,,Elite Lembos,,,
2127,,Monoreme,,,melee ship with charge attack
2128,,Bireme,,,
2129,,Trireme,,,
2130,,Galley - Antiquity,,,
2131,,War Galley - Antiquity,,,
2132,,Elite Galley,,,
2133,,Incendiary Raft,,,
2134,,Incendiary Ship,,,
2135,,Heavy Incendiary Ship,,,
2136,,-,,,
2137,,-,,,
2138,,Catapult Ship,,,
2139,,Onager Ship,,,
2140,,Leviathan,,,
2141,,Port 4,,,imperial age
2142,,Port 3,,,classical age
2143,,Port 2,,,civic age
2144,,Dock,,,civic age
2145,,Dock,,,
2146,,Dock,,,
2147,,FSHSP,,,antiquity fishing ship
2148,,XPORT,,,antiquity transport ship
2149,,Merchant Ship,,,antiquity trade cog
2150,,War Chariot,,,
2151,,Elite War Chariot,,,
2152,,-,,,
2153,,-,,,
2154,,-,,,
2155,,-,,,
2156,,-,,,
2157,,-,,,
2158,,-,,,
2159,,-,,,
2160,,-,,,
2161,,-,,,
2162,,Polemarch 1,,,
2163,,Basileus (Dead),,,
2164,,Polemarch 2,,,
2165,,Polemarch 3,,,
2166,,Polemarch 4,,,
2167,,Polemarch 3 with Ephorate,,,
2168,,Hippeus,,,
2169,,Elite Hippeus,,,
2170,OYSTERS,Oysters,,,450 gold; placed on water and amphibious terrains
2171,,Oystering Ship,,,
2172,,Port 1,,,archaic age
2173,,Dock,,,archaic age
2174,,Immortal Ranged,,,Achaemenid unique unit
2175,,Elite Immortal Ranged,,,Achaemenid unique unit
2176,,Greek Army Tent A,,,
2177,,Greek Army Tent A (Rubble),,,
2178,,Marble Cliff 1,,,
2179,,Marble Cliff 2,,,
2180,,Marble Cliff 3,,,
2181,,Marble Cliff 4,,,
2182,,Marble Cliff 5,,,
2183,,Marble Cliff 6,,,
2184,,Marble Cliff 7,,,
2185,,Marble Cliff 8,,,
2186,,Marble Cliff 9,,,
2187,,Hoplite with Xyphos,,,
2188,,Elite Hoplite with Xyphos,,,
2189,,-,,,
2190,,Short Marble Cliff 1,,,
2191,,Short Marble Cliff 2,,,
2192,,Short Marble Cliff 3,,,
2193,,Short Marble Cliff 4,,,
2194,,Short Marble Cliff 5,,,
2195,,Short Marble Cliff 6,,,
2196,,Short Marble Cliff 7,,,
2197,,Short Marble Cliff 8,,,
2198,,Short Marble Cliff 9,,,
2199,,Short Cliff 1,,,
2200,,Short Cliff 2,,,
2201,,Short Cliff 3,,,
2202,,Short Cliff 4,,,
2203,,Short Cliff 5,,,
2204,,Short Cliff 6,,,
2205,,Short Cliff 7,,,
2206,,Short Cliff 8,,,
2207,,Short Cliff 9,,,
2208,,Short Sand Cliff 1,,,
2209,,Short Sand Cliff 2,,,
2210,,Short Sand Cliff 3,,,
2211,,Short Sand Cliff 4,,,
2212,,Short Sand Cliff 5,,,
2213,,Short Sand Cliff 6,,,
2214,,Short Sand Cliff 7,,,
2215,,Short Sand Cliff 8,,,
2216,,Short Sand Cliff 9,,,
2217,,Short Snow Cliff 1,,,
2218,,Short Snow Cliff 2,,,
2219,,Short Snow Cliff 3,,,
2220,,Short Snow Cliff 4,,,
2221,,Short Snow Cliff 5,,,
2222,,Short Snow Cliff 6,,,
2223,,Short Snow Cliff 7,,,
2224,,Short Snow Cliff 8,,,
2225,,Short Snow Cliff 9,,,
2226,,Projectile Leviathan,,,
2227,,Strategos with Taxiarchs,,,
2228,,Elite Strategos with Taxiarchs,,,
2229,,Government cost change,,,
2230,,First Government cost change,,,
2231,,Second Government cost change,,,
2232,,Third Government cost change,,,
2233,,Fourth Government cost change,,,
2234,,Mediterranean Ruins,,,
2235,,Mediterranean Courtyard Walls,,,
2236,,Lembos spawner,,,
2237,,Lembos spawner part 2,,,
2238,,AI Hint Object,,,
2239,,-,,,
2240,,-,,,
2241,,-,,,
2242,,-,,,
2243,,-,,,
2244,,-,,,
2245,,-,,,
2246,,-,,,
2247,,-,,,
2248,,-,,,
2249,,-,,,
2250,,-,,,
2251,,Mesopotamian Pillar,,,
2252,,Mesopotamian Garden,,,
2253,,Achaemenid Flag 1,,,
2254,,Achaemenid Flag 2,,,
2255,,Achaemenid Flag 3,,,
2256,,Athenian Flag 1,,,
2257,,Athenian Flag 2,,,
2258,,Athenian Flag 3,,,
2259,,Spartan Flag 1,,,
2260,,Spartan Flag 2,,,
2261,,Spartan Flag 3,,,
2262,,Greek Commander Tent A,,,
2263,,Greek Commander Tent A (Rubble),,,
2264,,Statue Athena Marble,,,
2265,,Statue Athena Painted,,,
2266,,-,,,
2267,,-,,,
2268,,-,,,
2269,,-,,,
2270,,Polemarch 4 with Ephorate,,,
2271,,Polemarch 3 with Morai,,,
2272,,Polemarch 4 with Morai,,,
2273,,Spawn Basileus,,,
2274,,Archaic Fence,,,
2275,,Economic Satrapy,,,economic town center
2276,,Defensive Satrapy,,,defensive town center
2277,,Military Satrapy,,,military town center
2278,,Garden Hedge,,,
2279,,Statue Ares Marble,,,
2280,,Statue Ares Painted,,,
2281,,Sapper Tunnel,,,
2282,,Siege Camp Equipment,,,
2283,,Siege Camp Weapons,,,
2284,,Market Stall,,,
2285,,Stake Barricade,,,
2286,,Tropaion,,,
2287,,Mesopotamian Tomb,,,
2288,,Fire Shrine,,,
2289,,Treasure Chest,,,
2290,,Grapevine,,,
2291,,Leatherworking Equipment,,,
2292,,Antiquity Broken Cart,,,
2293,,Weapon Rack,,,
2294,,Sacred Tree,,,
2295,,-,,,
2296,,-,,,
2297,,-,,,
2298,,-,,,
2299,,-,,,
2300,,-,,,
2301,,Elite Hoplite (Dead),,,
2302,,War Chariot (Dead),,,
2303,,Elite War Chariot (Dead),,,
2304,,Ranged Immortal (Dead),,,
2305,,-,,,
2306,,Hero Shrine,,,
2307,,Projectile Gastraphetes,,,
2308,,Artaphernes,,,Hero unit (unique graphic)
2309,,Datis,,,Hero unit (unique graphic)
2310,,Aristagoras,,,Hero unit (unique graphic)
2311,,Dionysus,,,Hero ship
2312,,Artemisia,,,Hero ship
2313,,Aristides,,,Hero unit (unique graphic)
2314,,Miltiades,,,Hero infantry
2315,,Themistocles,,,Hero unit (unique graphic)
2316,,Leonidas,,,Hero Hippeus
2317,,Brasidas,,,Hero unit (unique graphic)
2318,,Lysander,,,Hero unit (unique graphic)
2319,,The Aeginetan,,,Hero ship
2320,,Rhodian Slinger,,,
2321,,Mercenary Hoplite,,,
2322,,Elite Greek Cavalry,,,
2323,,Elite Persian Cavalry,,,
2324,,Elite Persian Archer,,,
2325,,Ekdromos,,,
2326,,Cretan Archer,,,
2327,,Camel Raider,,,
2328,,Tarantine Cavalry,,,
2329,,Sparabara,,,
2330,,Takabara,,,sakan axeman
2331,,Sickle Warrior,,,
2332,,Thracian Peltast,,,
2333,,Villager Male Oyster Gatherer,,,
2334,,Villager Female Oyster Gatherer,,,
2335,,-,,,
2336,,-,,,
2337,,-,,,
2338,,-,,,
2339,,Themistocles Warship,,,Hero ship
2340,,Mouflon,,,huntable like deer
2341,,Mouflon (Dead),,,
2342,,Projectile Polycritus,,,
2343,,Military Satrapy Flag,,,
2344,,Defensive Satrapy Flag,,,
2345,,Economic Satrapy Flag,,,
2346,,Cleon,,,Hero Strategos
2347,,Darius,,,Hero War Chariot
2348,,Oracle Temple,,,antiquity monastery
2349,,Elite Hoplite,,,
2350,,Mesopotamian Ruins,,,
2351,,Tholos Shrine,,,
2352,,Antiquity Transport Shipwreck,,,
2353,,Leviathan Shipwreck,,,
2354,,Galley Shipwreck,,,
2355,,Catapult Shipwreck,,,
2356,,Antiquity Mode Fishing Ship,,,
2357,,Ekdromos (Dead),,,
2358,,Sakan Axeman (Dead),,,
2359,,Brasidas (Dead),,,
2360,,Themistocles (Dead),,,
2361,,Mercenary Hoplite (Dead),,,
2362,,Sickle Warrior (Dead),,,
2363,,Artaphernes (Dead),,,
2364,,Datis (Dead),,,
2365,,Cretan Archer (Dead),,,
2366,,Bactrian Archer (Dead),,,
2367,,Rhodian Slinger (Dead),,,
2368,,Camel Raider (Dead),,,
2369,,Greek Noble Cavalry (Dead),,,
2370,,Aristagoras (Dead),,,
2371,,Lysander (Dead),,,
2372,,Sparabara (Dead),,,
2373,,Aura Quest Indicator (Lavender),,,
2374,,Scythian Axe Cavalry (Dead),,,
2375,,Tarantine Cavalry (Dead),,,
2376,,Aristides (Dead),,,
2377,,Thracian Peltast (Dead),,,
2378,,Aura Quest Indicator (Shells),,,
2379,,Aura Quest Indicator (Coins),,,
2380,,Aura Quest Indicator (Gold and Shells),,,
2381,,GOAT,,,unconvertible goat
2382,,Companion Cavalry,,,Macedonian unique cavalry unit
2383,,Elite Companion Cavalry,,,Macedonian unique cavalry unit
2384,,Phalangite,,,Macedonian unique infantry unit
2385,,Elite Phalangite,,,Macedonian unique infantry unit
2386,,Rhomphaia Warrior,,,Thracian unique infantry unit
2387,,Elite Rhomphaia Warrior,,,Thracian unique infantry unit
2388,,Pattiyodha Longbowman,,,Puru unique archer unit
2389,,Elite Pattiyodha Longbowman,,,Puru unique archer unit
2390,,Sannahya,,,Puru unique elephant unit
2391,,Elite Sannahya,,,Puru unique elephant unit
2392,,Companion Cavalry (Dead),,,
2393,,Phalangite (Dead),,,
2394,,Rhomphaia Warrior (Dead),,,
2395,,Pattiyodha Longbowman (Dead),,,
2396,,Sannahya (Dead),,,
2397,,Alexander Dismounted,,,hero infantry (unique graphic)
2398,,Alexander,,,hero cavalry (unique graphic)
2399,,Philip,,,hero Macedonian commander
2400,,Parmenion,,,hero infantry (unique graphic)
2401,,Cleitus,,,hero cavalry (unique graphic)
2402,,Hephaistion,,,hero Macedonian commander
2403,,Perdiccas,,,hero cavalry (unique graphic)
2404,,Nearchos,,,hero Macedonian commander
2405,,Greek Commander Tent Dropsite,,,functions as a resource drop off point
2406,,Camp Stable Age2 (Rubble),,,
2407,,Rock 1 Hover,,,no collision
2408,,Rock 2 Hover,,,no collision
2409,,Rock Formation 1 Hover,,,no collision
2410,,Rock Jungle Hover,,,no collision
2411,,Rock Limestone Hover,,,no collision
2412,,Full Supply Cart no garrison,,,
2413,,Empty Supply Cart no garrison,,,
2414,,Macedonian Command Post,,,
2415,,Fortified Outpost,,,shoots arrows
2416,,Second Empty TC annex,,,
2417,,Fortified Outpost,,,shoots arrows
2418,,Castle,,,cannot train anything
2419,,Pattiyodha Longbowman,,,
2420,,Elite Pattiyodha Longbowman,,,
2421,,Mole under construction,,,sandstone bridge
2422,,Mole constructed,,,sandstone bridge
2423,,Blocker 1x3,,,
2424,,Blocker 3x1,,,
2425,,Mole annex 1,,,sandstone bridge
2426,,Mole annex 2,,,sandstone bridge
2427,,Mole annex 3,,,sandstone bridge
2428,,Mole annex 4,,,sandstone bridge
2429,,Buildable Blocker 1x3,,,
2430,,Buildable Blocker 3x1,,,
2431,,Removed,,,"unfinished petard style unit, stone icon, cart graphics"
2432,,Removed Decay Animation,,,decay animation for 2431
2433,,Thin blocker spawner A,,,
2434,,Thin blocker spawner B,,,
2435,,Thin blocker,,,
2436,,Porus,,,
2437,,Camp Barracks,,,cannot train anything by default
2438,,Camp Archery Range,,,cannot train anything by default
2439,,Camp Stable,,,cannot train anything by default
2440,,Camp Siege Workshop,,,
2441,,Camp Blacksmith,,,
2442,,Flagship of Nearchos moveable,,,hero ship
2443,,WCTWX,,,
2444,,Helepolis,,,siege tower with ranged attack
2445,,Projectile Helepolis,,,
2446,,Parmenion Dead,,,
2447,,Macedonian Commander Dead,,,
2448,,Flagship of Nearchos moveable docked,,,hero ship
2449,,Indian Tribesman,,,spear unit
2450,,Indian Tribesman (Dead),,,
2451,,Thracian Chieftain,,,hero cavalry (unique graphic)
2452,,Thracian Chieftain (Dead),,,
2453,,Hill Tribesman,,,infantry unit with ability bar
2454,,Hill Tribesman (Dead),,,
2455,,Perdiccas (Dead),,,
2456,,Antiquity Impaled Corpse,,,
2457,,Beached Whale,,,decoration only
2458,,Statue Hermes,,,
2459,,Alexander's Rhomphaia Warrior,,,
2460,,Alexander's Peltast,,,
